Number,FileName,Valence,Arousal,SocialEngagement,Time,Behavior,Gender,Age,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc1_std,mfcc2_std,mfcc3_std,mfcc4_std,mfcc5_std,mfcc6_std,mfcc7_std,mfcc8_std,mfcc9_std,mfcc10_std,mfcc11_std,mfcc12_std,mfcc13_std,chroma1,chroma2,chroma3,chroma4,chroma5,chroma6,chroma7,chroma8,chroma9,chroma10,chroma11,chroma12,zcr,rms,spectral_centroid
138,Cleo_discoveringnewplace_1906,3.25,4,2.95,1906,discover,F,2.5,-459.2080383,19.0420723,6.228960991,73.62494659,11.77324772,-6.750580311,19.45905876,8.26458168,1.154211998,30.533144,-19.48160934,8.443496704,9.784284592,128.4943085,85.75772858,38.74957275,49.9561348,14.49881077,20.29580879,15.98396778,11.29271889,17.91295815,26.95936203,25.03444672,14.12466049,9.86035347,0.576162815,0.23326169,0.176221013,0.17582944,0.217863142,0.319982469,0.4927679,0.574620485,0.565293193,0.592451334,0.57221061,0.633328974,0.184830037,0.050576411,2634.22409
139,Cleo_driveotherbirdsaway_1345,-1,5,-1.5,1345,driveaway,F,2.5,-236.1396332,31.5046711,21.31848335,44.71998596,5.036102772,23.50209427,-0.790284097,-10.51208115,12.99621677,20.63948441,-3.813106298,7.097584724,24.60670662,96.05679321,35.19037247,19.19928741,19.3407383,12.96646118,15.86359119,14.32697964,13.70906162,20.29239082,13.95836353,23.30155945,12.6331625,24.75032806,0.656292319,0.517464697,0.389941901,0.397047728,0.431217492,0.312694579,0.275429845,0.276032507,0.394100189,0.444600463,0.527126908,0.638982058,0.249578303,0.060604155,3766.892969
140,Cleo_dukescratchhurts_2100,-0.1,3,-0.2,2100,matescratchhurts,F,2.5,-359.5430603,158.5996704,18.73668861,25.3572197,16.78462982,9.069033623,17.04667282,7.26243639,-5.336345196,18.57832909,-3.771972656,4.363318443,14.07535744,58.10547638,40.37124634,8.052020073,17.82978439,8.262524605,7.183811665,10.10234261,7.764814377,12.2827673,26.86944962,17.58117485,15.47405815,19.72932816,0.364357382,0.382002205,0.424109161,0.45022732,0.451979548,0.434397489,0.495991081,0.626232564,0.606192112,0.777379334,0.707401276,0.413114309,0.09251246,0.048141565,1460.353337
141,Cleo_dukesscratcheshurt_1651,-0.1,3,-0.2,1651,discomfort,F,2.5,-480.8288879,61.88083267,17.02417183,45.62747955,12.51070499,19.51705933,14.5281353,-3.018730402,3.37566328,22.87909317,-5.363294125,4.273127556,8.17944622,121.5666962,63.73121643,38.47774124,26.72009277,14.49808407,15.32421303,15.12961769,13.12139416,13.90253735,16.31071854,17.45796204,14.48067379,15.44758606,0.476657867,0.417946249,0.339931548,0.355158597,0.331050009,0.337263167,0.397021592,0.431287527,0.510636449,0.507499933,0.476063073,0.507146716,0.173127003,0.019344656,2758.299582
142,Cleo_excitedresponding_1337,3.75,4,3.65,1337,excitedresponse,F,2.5,-389.7992859,6.606711864,-17.71651649,68.39162445,-19.66259384,14.53024292,14.80589008,-8.335215569,17.14333153,19.02725983,-16.54571152,3.161138773,8.608400345,119.7790833,81.77736664,21.6930542,38.61518478,22.12635422,6.581456184,15.9127655,8.312922478,10.71477413,12.26173401,8.115935326,8.701956749,9.164030075,0.547800779,0.233243763,0.125389472,0.14411895,0.11978738,0.135563105,0.198754296,0.195953429,0.476576596,0.76138252,0.618596613,0.686739683,0.277010831,0.04664693,3502.201887
143,Cleo_excitedtogotofavoritehome_1352,4,5,3.6,1352,excitedhome,F,2.5,-334.6601868,-88.05860901,13.38271713,70.78172302,-20.47068596,4.786994934,9.134224892,7.322593212,-0.392065108,-3.945433855,3.671428919,4.710404873,-9.081632614,151.2752533,74.49633026,17.32683754,30.60749054,20.52557373,16.4296608,11.23199272,11.63306999,10.30517578,10.21364021,12.7932415,9.400409698,11.73281574,0.439542502,0.706753552,0.411079764,0.330017507,0.351258755,0.335627496,0.235857069,0.29976961,0.351859659,0.221678093,0.20670934,0.222913861,0.386702198,0.075981826,5006.129493
144,Cleo_fightingduke_1330,-1,5,-1.5,1330,fight,F,2.5,-373.6070251,-78.09012604,8.877845764,70.6200943,-6.325479031,12.64644241,3.350827932,14.73358059,16.16253281,-1.305576086,-1.481182098,9.877788544,0.240396857,158.1820221,82.3618927,27.71755791,27.89790154,24.49858093,19.84340096,27.67372513,18.56305885,22.18902016,22.00244713,21.80854988,19.26554489,16.69559288,0.277961016,0.283415884,0.337297976,0.366358906,0.32255426,0.318652511,0.286370099,0.249355599,0.256272972,0.301815838,0.391565114,0.321757734,0.355017511,0.071539611,4437.854295
145,Cleo_flying_feb_1_1446,2.4,3.9,1.95,1446,fly,F,2.5,-539.8243408,85.27505493,38.64146805,59.00578308,17.9737606,7.068165302,7.758905888,0.61130476,0.806538582,-1.61036694,-7.86695385,-2.802914858,3.297955751,108.6829453,64.67602539,29.61372185,41.33953476,31.82330322,23.76142502,14.11126041,14.29736233,10.09222031,7.494663715,10.43120098,9.71720314,6.160992146,0.57891798,0.576582551,0.630328596,0.67494607,0.667600572,0.567608953,0.484085083,0.43122372,0.432327926,0.520795166,0.590867937,0.538542867,0.058091518,0.02572491,1986.772863
146,Cleo_gotomate_1520,4.1,3.1,4.35,1520,gotomate,F,2.5,-351.7371826,62.82248306,-3.065964699,47.12730408,-7.587814331,14.97175789,6.440165043,-7.661940098,20.24246025,13.6594305,-7.306379795,-3.282460451,18.10924911,98.38183594,77.55558014,15.70863914,17.95153809,9.723787308,22.68117523,13.58735657,16.18242455,16.09463882,13.62766266,19.37593651,13.25583935,13.42166042,0.641016781,0.551343858,0.315579385,0.355232447,0.426916778,0.477430314,0.361944646,0.373947054,0.51494211,0.393066436,0.367795974,0.426730543,0.198082965,0.033388738,2977.391568
147,Cleo_happycurious_2000,3.7,3.2,3.6,2000,curioushappy,F,2.5,-413.0725708,-17.6092701,1.95722127,59.32655334,-7.463271618,18.81506157,11.17446804,-6.223169327,17.44068527,13.85815144,-19.01836014,-3.263977289,23.25184631,161.6338806,85.71252441,19.85676384,29.1149826,17.12080956,13.50309753,12.619133,10.21598339,12.19748211,8.267310143,13.23428631,9.14220047,13.54945278,0.293108165,0.295092136,0.27384004,0.262103766,0.24262996,0.206107199,0.189712808,0.20754604,0.514179051,0.796408117,0.526184499,0.354572922,0.320528252,0.041908603,4166.199776
148,Cleo_happylovingconversationwithduke_1348,4.55,2.3,5,1348,happyconversation,F,2.5,-344.3986206,28.37982559,-4.056262016,62.51055145,22.32581711,13.95368576,-4.37762022,0.673397005,17.51106644,10.35318851,-22.49625969,-1.323855639,20.94346046,105.5812988,80.3730011,19.80550385,28.39087296,15.69740868,9.515289307,18.82259369,11.48512745,26.50891685,15.84595108,21.38702202,21.07275772,11.89519119,0.593117118,0.593861341,0.457003593,0.306353748,0.174963981,0.145070598,0.20534727,0.300873309,0.360650748,0.327110738,0.385732293,0.47048232,0.21481558,0.033603229,3225.074774
149,Cleo_happytofindhome_1350,3.7,3.2,3.6,1350,happy,F,2.5,-296.6322937,17.75574875,2.242636442,52.2552948,16.19442368,15.22027016,-9.759962082,6.571599007,12.03279877,5.601887226,-10.28253078,-2.653988123,14.09544659,118.1242142,80.01277924,19.96456146,24.33079338,14.0272646,13.48539257,18.24335098,14.72206497,17.18071365,14.17280102,14.90361404,11.63982964,12.42194748,0.489050031,0.462422907,0.256811857,0.295738369,0.335903317,0.382746994,0.371186674,0.395065308,0.389101565,0.456712157,0.36183694,0.394304991,0.242555083,0.044056516,3495.393293
150,Cleo_kindaexcited_1329,2.25,3,1.95,1329,excited,F,2.5,-420.740509,-34.09636688,18.62159538,74.60671234,-1.926944733,5.637284756,18.32373238,2.939906597,6.678246021,9.499567986,-8.06563282,4.418828011,8.22896862,172.440506,102.3696213,32.36743546,36.52345657,19.38464737,14.67283344,9.198002815,14.91896439,9.778095245,9.426638603,13.46616173,7.182711601,7.947107315,0.443989933,0.456889749,0.33054319,0.290975451,0.278862238,0.288306147,0.348134458,0.474669576,0.689840853,0.535154462,0.47465843,0.433588058,0.232557509,0.064208589,3284.246599
151,Cleo_landingonduke_1852,4.55,2.3,5,1854,landingonduke,F,2.5,-368.8866882,20.75619507,18.87052536,53.96922684,18.60083389,13.59331131,-7.994223595,3.388541698,30.45985222,5.69101572,-17.97239494,18.80781364,14.09535789,95.85670471,94.10626984,11.08894253,27.42592621,13.3928957,10.81249428,22.3490715,6.231211185,20.84781265,19.73680305,28.18153572,15.371912,14.0731802,0.55011493,0.608793378,0.349244207,0.257026702,0.277084678,0.283412904,0.279282451,0.296609432,0.352270722,0.415226102,0.455144405,0.541984141,0.206902755,0.047654018,3134.847838
152,Cleo_leavingmate_1358,-1.05,1.9,-1.7,1358,leave,F,2.5,-291.4588013,28.28786469,-16.30821228,42.24692154,-0.732802927,9.135555267,11.88438034,-8.083832741,-0.293540806,-0.922073185,6.953390121,1.985193133,1.31856811,170.103653,39.10625076,32.06892014,22.50897217,15.00611496,10.74261284,11.61938763,17.55091286,8.491369247,14.1701088,10.29449749,10.05743027,10.06041813,0.524085164,0.550495088,0.577392519,0.558146238,0.570151329,0.42655623,0.384424716,0.431260884,0.525831759,0.400887042,0.43158257,0.477721781,0.281971325,0.059621349,3849.91966
153,Cleo_lovinghappywithduke_1359,4.55,2.3,5,1359,happy,F,2.5,-374.7784729,40.72720337,16.6885128,45.29425049,6.081821918,18.60722923,1.115345597,8.838607788,15.06645584,13.5826416,-19.99624062,10.5541048,10.54726601,109.6509476,66.06790161,24.26347733,22.53129005,16.72746849,16.76437378,16.66542053,14.70549583,13.13996029,17.22276497,25.28002548,18.02267647,12.67123604,0.801644683,0.481844872,0.424920559,0.311706334,0.340240926,0.360843182,0.370231688,0.384402901,0.409215987,0.39819935,0.462009668,0.679252207,0.210133622,0.041399512,3293.893135
154,Cleo_lovingtalkingtoduke_1652,4.55,2.3,5,1652,loveconversation,F,2.5,-387.5170593,-21.28956795,-3.198951483,78.71968079,17.25461578,16.87115669,-0.575412929,0.94308722,14.56145668,24.51406288,-18.56352043,5.53330183,5.735172749,151.510849,90.86703491,44.89428329,33.75579071,18.20576286,15.01221085,22.16496086,11.30395317,14.91323185,27.25703239,18.14756966,17.0155735,8.571846962,0.409445196,0.3574377,0.288364291,0.287645131,0.267178625,0.224943921,0.17335391,0.170012623,0.280296326,0.412103921,0.510056615,0.594777048,0.234363903,0.068283446,3199.157116
155,Cleo_observinghuman_0900,0.1,1.1,-0.45,900,observinghuman,F,2.5,-446.1241455,51.1392746,-3.920548201,41.17547989,-11.77253628,14.44226456,11.51333523,2.034598351,6.524085045,8.632205963,1.011607051,-3.082176924,8.37937355,139.1021576,99.52070618,16.75991821,39.60951996,25.12696648,8.574039459,6.302705765,5.706855774,7.463270187,7.737922668,5.2073493,9.092973709,9.211779594,0.407172859,0.337571323,0.354363531,0.349109441,0.340330154,0.585047066,0.592184663,0.596415758,0.636837006,0.626660705,0.560979784,0.556260943,0.21171875,0.025303366,3042.779912
156,Cleo_ontheshoulder_1453,1.3,1.3,0.85,1453,alone,F,2.5,-383.7704163,-53.60595322,-12.9279995,63.98346329,2.36037159,16.96162224,-20.69180489,4.859945297,21.1914444,1.013925314,-5.615760326,-4.694898129,-1.592828035,150.3065796,74.9032135,33.34263992,27.67505074,15.86499882,12.78699875,21.2490406,12.43786335,12.64954948,26.12814522,28.78366661,10.23485565,18.95523453,0.419101894,0.495274335,0.502231061,0.357614964,0.339985073,0.270391345,0.313643903,0.198313862,0.130188793,0.199812755,0.393276095,0.526739061,0.319136186,0.069260508,4531.186929
157,Cleo_readytofly_1831,3.25,4,2.95,1831,readytofly,F,2.5,-263.714447,-31.88042641,2.691550016,67.21738434,-23.19975853,16.24990463,7.585953712,-1.151251316,9.223516464,10.75223732,-13.6965971,12.61060238,11.51649189,108.2209778,78.85820007,20.97120857,23.53124619,14.04645252,13.03094864,9.694924355,14.07499409,9.653795242,10.99271202,12.78731632,13.13768768,12.04708099,0.426442683,0.340142787,0.33561492,0.214290053,0.142922923,0.157505736,0.137007102,0.146983013,0.195594877,0.422394454,0.450826734,0.609479904,0.322479248,0.093093954,4155.258454
158,Cleo_retrievingfromfight_1353,-0.9,2,-1.3,1353,recover,F,2.5,-396.5400085,-9.701817513,1.735444784,58.75932693,-14.41675377,9.147526741,27.67588234,7.373193741,-11.76891994,17.46132469,-0.782976031,-18.80720711,21.85443497,122.0796051,84.75299072,24.66597939,21.44886398,29.82092285,15.57686424,19.22190475,11.67746925,17.85305595,14.69121933,12.37731075,11.81075001,11.66448212,0.121876523,0.100321807,0.092730485,0.12046209,0.149862066,0.219314009,0.54678601,0.877333581,0.491006047,0.263452828,0.374678731,0.188118443,0.275010851,0.04729769,3761.647299
159,Cleo_scaredofsomethingleavehuman_1903,-2.9,4.9,-4.35,1903,scared,F,2.5,-351.9840088,79.95521545,30.71739197,19.46319389,-1.106415987,31.38113022,6.283416271,6.089990139,12.53795719,0.998827517,16.4883709,-4.046509266,10.4399271,141.3807831,50.27015305,26.8511734,18.39698219,25.2820797,21.89916992,17.10545158,8.155453682,11.10013294,15.13078117,15.97576523,14.87773895,12.2409668,0.409098566,0.368827492,0.38767612,0.536185622,0.593211412,0.544382095,0.568311632,0.677742362,0.675043583,0.495818973,0.477919877,0.449635118,0.195506129,0.039826754,3209.36651
160,Cleo_scoldingduke_1543,-0.55,4,-0.85,1543,scold,F,2.5,-348.5943909,-79.39993286,-23.77627754,74.34318542,-2.932654381,22.82777214,-2.485047817,11.86149788,7.185389519,14.36261654,4.148829937,-2.885151863,3.107855082,149.6294708,54.34777832,20.46655655,28.34119415,15.97669315,21.90798187,10.5120554,20.9179821,17.39332771,25.3492794,20.44942474,20.3077755,25.56599808,0.351060688,0.250238478,0.262615025,0.407440096,0.288202435,0.239621565,0.350590557,0.4474383,0.480402201,0.417464733,0.339172632,0.329788029,0.372607422,0.06085686,4827.143982
161,Cleo_scratchingduke_1713,-1.15,4.1,-1.5,1713,allogroom,F,2.5,-504.8863831,54.60295868,45.46131897,53.50696182,13.84869766,25.65168571,19.61667442,0.720079005,33.14453506,12.70973015,-15.08335972,23.63127327,-3.192926407,78.19309235,51.40196991,14.48100662,14.9485445,10.84453678,10.95458794,9.808114052,14.30571556,19.35890198,27.23731804,25.38458061,16.95561981,21.90996933,0.347359627,0.425675303,0.634351909,0.386862755,0.27092433,0.26879549,0.278988332,0.304537714,0.308968306,0.321546048,0.392115623,0.585270941,0.200195313,0.032802042,2803.242552
162,Cleo_singorcallduke_1512,4.1,3.1,4.35,1512,callmate,F,2.5,-334.8912964,79.15371704,-34.36435699,36.37825394,13.34213638,11.08006763,2.995263815,9.282839775,5.189424515,16.54881477,1.119503498,-8.823119164,7.944904327,87.22399902,62.73641968,40.44616318,33.79201126,13.40368176,8.357967377,16.28861809,11.56269169,7.31710434,15.27354622,13.35916042,12.39278698,9.268540382,0.368154913,0.33809635,0.328307062,0.28228882,0.300168455,0.433809042,0.811520517,0.482221574,0.335370153,0.378640831,0.459246844,0.429646522,0.124384341,0.066392064,1982.981444
163,Cleo_sweetconversationwithduke_1658,4.55,2.3,5,1658,loveconversation,F,2.5,-459.7940369,43.82221603,27.92050552,49.17012787,4.818220139,27.99035263,11.68044472,2.955225468,12.40278149,23.79762268,-12.34525204,-2.885200739,15.37160015,127.2950516,78.44039917,26.12251472,29.91252708,17.48037148,16.35180283,11.97687244,7.307018757,8.162428856,11.51758099,17.89420319,6.772848606,15.24819565,0.278370917,0.209843755,0.22772634,0.302150458,0.329241484,0.3367773,0.410302252,0.460913569,0.364780992,0.362090617,0.702117562,0.701110601,0.166355299,0.034880832,2492.39976
164,Cleo_talkingtoherself_1321,0.75,1,0.65,1321,selftalk,F,2.5,-398.756012,10.2404089,16.23721695,51.83609009,11.50966263,11.32414055,-3.498708248,28.66458511,8.611778259,-25.26334381,22.42135239,-1.008558273,-6.845304489,100.5439987,79.87548828,20.8785038,28.66973305,12.69849491,11.43597221,19.38928795,30.66213989,13.08934116,26.2507515,27.55659103,16.00636673,18.41382408,0.503874898,0.596326172,0.667028069,0.699287176,0.740414977,0.719999254,0.526010811,0.600232422,0.664707601,0.449881524,0.439667344,0.469413728,0.208525989,0.027589852,3684.100896
165,Cleo_tellmatetolook_1402,4.1,3.1,4.35,1402,attentioncall,F,2.5,-299.3056946,-44.33734131,10.3841753,60.2132225,-26.32316208,24.30603218,8.950644493,7.050957203,4.752981186,15.21215534,-8.830265999,-9.865620613,-0.393198282,98.00761414,75.62982178,25.71377563,31.49416161,23.54249191,10.14324379,14.11217785,10.69181061,7.830979824,9.948896408,12.14215279,13.32675552,12.40303612,0.339940131,0.188135132,0.116672248,0.134975806,0.155992866,0.201815084,0.202804565,0.195893377,0.260886163,0.337206841,0.608178794,0.634860039,0.339277788,0.070943572,4463.128242
166,Cleo_threatensduke_1528,-1.15,4.1,-1.5,1528,threat,F,2.5,-340.1737366,-77.22866058,-8.009553909,80.16374207,2.88164258,12.99510098,11.79872704,11.47301006,15.39728737,13.37631035,-16.1968441,2.112595558,11.27426052,148.5213318,94.74550629,38.46939087,30.21627045,19.83207321,10.68133068,12.5499754,15.90343857,15.819417,13.57061386,12.3584547,18.16750908,16.04810905,0.419205576,0.337848902,0.348907769,0.211018279,0.159946412,0.179993764,0.262121409,0.427268714,0.560814202,0.595427155,0.509246469,0.44654417,0.306726288,0.093405269,3999.735575
167,Cleo_wantfoodfromduke_1535,3.35,2.1,3.7,1535,foodrequest,F,2.5,-360.861908,84.84191132,20.56786919,57.95004654,-1.021898985,30.57416344,6.80627203,-7.219260693,2.5392313,11.34617996,3.597630024,-16.22909927,5.204519272,98.57043457,64.75505066,24.59857941,18.67071342,25.59573174,18.62470627,9.04740715,10.96916294,16.96537971,21.5028019,10.66919613,15.39898396,9.268686295,0.338556975,0.319320649,0.307852864,0.355081201,0.30189544,0.311524868,0.503586769,0.615590811,0.579882622,0.477320969,0.418538392,0.304110944,0.18023856,0.027468324,2478.99918
168,Cleo_wantfoodfromduke_1536,3.35,2.1,3.7,1536,foodrequest,F,2.5,-282.1427612,53.9492569,0.963629425,38.46118927,15.82022953,5.623701096,6.200371265,11.22427177,7.87544632,11.06809235,2.809838057,4.964425564,1.332871318,87.44998932,59.217453,32.60187149,24.34475136,19.10222626,14.6598587,15.01941013,11.01595402,11.56284428,10.11570358,13.43128586,8.470117569,8.45288372,0.585102141,0.575527251,0.554674327,0.551768422,0.49136892,0.468675941,0.466538876,0.580599308,0.58016324,0.451153189,0.469235301,0.567053556,0.174905711,0.039502945,3058.537585
169,Cleo_wantfoodfromduke_1541,3.35,2.1,3.7,1541,foodrequest,F,2.5,-443.6004944,-0.803283215,5.575424671,42.38240433,0.194271147,19.74831963,-9.854640007,-3.566518307,36.74741745,33.67858124,0.267287284,0.210162714,18.42207909,169.9238281,102.4931412,28.12380409,25.73648262,14.69960499,13.3687315,20.86356163,15.358078,14.34020901,13.58618546,9.552530289,12.47073936,14.35359287,0.427540958,0.422638148,0.330508411,0.285784364,0.337108761,0.485162079,0.52778542,0.416609406,0.39068526,0.351659864,0.464627981,0.700482309,0.237792969,0.039844308,3300.264094
170,Cleo_wantfoodfromduke_1543,3.35,2.1,3.7,1543,foodrequest,F,2.5,-418.5656738,-0.238772288,11.27557087,58.95701599,4.359768391,16.92419815,-4.006363392,1.770852447,23.53055954,4.70495224,-10.96607494,17.71544075,4.230723858,152.9030304,91.49208069,26.86623955,33.6256752,14.14087772,13.63071156,18.91349411,12.23237228,17.7420063,13.8179884,14.92134571,16.28652191,17.24373436,0.75431788,0.424746364,0.351917833,0.250702381,0.234354287,0.258742779,0.313430458,0.305585295,0.276113361,0.358004898,0.314926088,0.479371995,0.291577332,0.042568799,3638.835493
171,Cleo_wanttogoout_1520,2.75,4,2.25,1520,wantout,F,2.5,-375.2503967,-48.2400856,-18.52972603,71.59404755,8.81351757,8.427333832,8.206352234,-1.2852844,9.002392769,17.89675713,-7.541907787,-7.58150959,4.892808437,146.3136902,92.22195435,33.19316101,36.04731369,20.47267151,12.80340481,14.67847919,14.93258286,12.3260479,14.01171303,9.773747444,11.51613426,8.988053322,0.318004519,0.227355525,0.148171067,0.156401455,0.12176536,0.133503124,0.287393063,0.548958838,0.632922113,0.51044333,0.425044864,0.483764589,0.264224782,0.070233166,3687.781757
172,Cleo-refusefoodwhenhumanapproaches-0900,-2.75,2.1,-3.7,900,refusefoodwhenhumanapproaches,F,2.5,-304.7424011,62.60000229,8.057326317,39.395504,-4.26058197,19.4832058,2.930221319,6.318100452,9.717235565,7.808594227,-7.316487312,7.734461784,7.660387993,136.8352509,38.82509995,38.25030136,24.02022552,19.23617744,20.47313881,9.610832214,7.749702454,7.908409119,8.392875671,12.48462677,5.800849915,6.542083263,0.520060718,0.655955791,0.547684133,0.441678166,0.438619345,0.431038558,0.431381792,0.497446507,0.751377285,0.489950925,0.41621545,0.42761457,0.160466974,0.054539405,2786.570111
173,Duke_alarm_1457,-0.45,3.9,-0.9,1457,alarm,M,2.5,-385.0646057,39.90496445,8.610182762,46.83953094,-11.50759506,19.47656631,-2.91871953,13.63842964,5.115647793,-2.551812649,-4.270444393,-0.222340584,7.080243111,149.4853516,85.80489349,28.81727028,37.56853485,21.74571228,20.38912964,15.48635387,12.79559231,14.49363708,16.47307587,16.33594704,13.1207943,9.849455833,0.432060003,0.333217382,0.331488967,0.36838299,0.422831714,0.43892327,0.515698254,0.454888582,0.372070253,0.436913162,0.468719959,0.598822832,0.245623779,0.060180712,3410.861576
174,Duke_alertofstrangethings_1538,-0.3,1.9,-0.65,1538,alert,M,2.5,-455.8851929,70.05923462,7.969223976,33.6483345,1.122622132,10.22240448,0.047159247,17.88940048,6.525209904,0.520877719,11.37400627,-0.834708571,10.43640709,107.0632324,67.12636566,11.94575691,21.90604973,20.51381683,18.19242668,21.73601151,9.027889252,14.48204708,15.4451685,9.706856728,13.44483852,11.00661087,0.522943735,0.553514302,0.537231147,0.500525951,0.494918466,0.515923202,0.635783553,0.733902574,0.51893729,0.397177249,0.41891104,0.468594432,0.173882378,0.021559633,2602.296566
175,Duke_alittlealertcallhuman_1538,0.25,2,-0.45,1538,alert,M,2.5,-490.5661011,28.64079666,30.38306236,48.49431229,-18.39500046,25.73791504,-9.396142006,15.99823666,10.30075455,4.82510519,10.67341518,-12.30758667,12.99792385,117.3580933,96.06304932,17.88843727,30.92988586,24.46895218,26.59331894,16.6900425,15.60844707,10.18280792,6.258553028,8.875139236,15.33652878,13.22236061,0.407336056,0.41128394,0.454360873,0.758272946,0.777596712,0.393077284,0.407456666,0.539651215,0.618970335,0.384915948,0.333800495,0.375090003,0.245305842,0.029415138,3374.894376
176,Duke_alonecalling_1349,0.9,1.9,0.65,1349,alonecall,M,2.5,-331.8618774,27.75293541,5.448275089,40.70599747,-30.47859001,-2.407085657,-3.724356651,-3.498503685,-6.892399311,-9.008368492,-2.852557421,7.138278008,6.897520542,147.8569794,86.92930603,15.16446304,37.71574402,23.44032669,11.11220074,9.041617393,8.157394409,10.15610695,8.813824654,7.504123688,9.435935974,6.691892624,0.591503501,0.52323395,0.465377331,0.215684652,0.196255252,0.210486501,0.395568848,0.365065485,0.217045113,0.222925127,0.483979613,0.779109597,0.235118519,0.049460065,3351.499907
177,Duke_angryatcleo_1345,-0.55,4,-0.85,1345,anger,M,2.5,-303.6028442,-90.53321075,-7.075651646,84.98736572,-11.26394653,3.415700912,1.314241409,15.29325581,1.483933091,0.216003463,4.511978626,-5.532536507,1.067764163,145.0681915,84.82361603,22.48373032,31.87699127,15.85091591,10.14162064,12.42828274,10.0306282,10.06926632,14.09418106,15.94492722,12.13449955,13.34151554,0.316347808,0.351331532,0.3576217,0.290543169,0.446011752,0.384450704,0.331952482,0.474264771,0.426066816,0.4020845,0.281972945,0.278930634,0.370773161,0.0968704,4670.790734
178,Duke_angryexcited_1343,-1.15,4.9,-1.9,1343,angryexcited,M,2.5,-398.6131897,-64.9718399,8.047657013,64.65802765,22.02131844,26.36059189,-23.39092827,14.37151241,47.12784958,-13.19679832,-19.61473083,33.0762291,-8.298577309,152.1099243,69.99365997,18.70968628,19.92654228,10.66761684,14.44402599,19.5684433,11.66713619,18.0005455,15.91795349,27.471838,21.15437698,17.9601841,0.246681064,0.597446144,0.71015954,0.482588828,0.168436483,0.082551412,0.077836342,0.099995986,0.13197729,0.113476351,0.095959127,0.120781548,0.375188654,0.061592624,4694.888146
179,Duke_angryexcited_1346,-1.15,4.9,-1.9,1346,angryexcited,M,2.5,-454.2770081,0.906507552,51.21675491,51.97815323,-34.6098175,50.05988693,-24.888834,5.81781435,23.92023659,-17.1746273,20.03217125,-13.46164989,11.21068478,118.5345078,71.62740326,24.15795898,23.74106598,25.40476799,25.36451721,20.26173782,18.33449745,17.58888245,17.36093521,15.00461102,13.23386288,13.09440517,0.173469394,0.169636101,0.277875781,0.423596472,0.365147978,0.500643134,0.692502975,0.619118929,0.32337743,0.15839085,0.152193755,0.166088298,0.405656646,0.04380713,4699.126631
180,Duke_announcearrival_1345,2.85,3.1,2.6,1345,arrival,M,2.5,-358.8843079,69.95371246,13.30813122,31.83067703,5.822649002,18.44433594,5.339383602,7.278820038,20.78775406,8.154499054,-4.426146984,11.07796097,10.2198534,136.3648682,65.05314636,12.90070057,13.50254631,9.002698898,14.18509293,9.316776276,10.18786049,15.78367901,6.978560925,12.17868805,10.07155704,10.9115591,0.688118219,0.728996873,0.543992758,0.452112049,0.42609033,0.433070779,0.425020516,0.497952819,0.574167252,0.51800406,0.523028374,0.572859764,0.142324219,0.029442398,2657.387608
181,Duke_answeringcleo_1649,3.5,3,3.7,1649,respond,M,2.5,-560.6941528,18.27054596,29.17215729,44.25450134,-7.517306328,30.27328682,-0.500651956,11.42126083,27.77150345,-11.09727097,11.81785297,-5.214007854,8.108817101,152.0870819,68.16801453,24.78164864,29.41940498,19.83369064,21.30405998,13.48047066,7.784832954,20.19115639,17.87480545,9.825627327,9.165188789,7.217033386,0.448322773,0.485375971,0.6446473,0.557222784,0.586766183,0.654391408,0.768651783,0.726113141,0.45824936,0.385189742,0.375145614,0.40015161,0.302035245,0.019178234,3845.821377
182,Duke_approachfavoritehuman_1323,2.05,2.3,1.5,1323,humanapproach,M,2.5,-331.5776367,71.59138489,9.471961975,29.0908165,-2.133948088,13.0236187,12.26711082,0.00534262,14.66764641,17.55960083,0.836960614,6.367972374,10.4486618,137.6108551,50.14493942,14.2839241,16.95807266,13.34765434,15.80369377,11.04167461,10.98673344,9.03722477,13.45516491,10.58059406,9.336996078,12.96999741,0.481199831,0.47429651,0.506972671,0.481388658,0.490311712,0.445934564,0.381493181,0.470112652,0.694237828,0.579788983,0.570170462,0.548179805,0.132298061,0.033192985,2616.395777
183,Duke_arguewithcleo_1549,0.05,3.9,-0.2,1549,argument,M,2.5,-379.8973083,-83.92954254,14.75872803,55.45130157,-9.361893654,26.19029045,-15.88898277,12.48244667,33.60646057,-16.45566368,10.11887455,17.8277607,-1.20181942,140.8546295,74.88579559,31.51832771,26.99873543,25.03446388,23.52105904,21.14282799,14.7753582,22.25196457,20.34845352,34.29127121,26.30019188,18.51535034,0.259849817,0.29758516,0.386797309,0.544288993,0.578631043,0.294874519,0.186386853,0.148447976,0.15903382,0.10511253,0.119070619,0.218204588,0.426138595,0.077309012,5131.637852
